Co_Code,Co_Name,_Operating_Expense_Rate,_Research_and_development_expense_rate,_Cash_flow_rate,_Interest_bearing_debt_interest_rate,_Tax_rate_A,_Cash_Flow_Per_Share,_Per_Share_Net_profit_before_tax_Yuan_,_Realized_Sales_Gross_Profit_Growth_Rate,_Operating_Profit_Growth_Rate,_Continuous_Net_Profit_Growth_Rate,_Total_Asset_Growth_Rate,_Net_Value_Growth_Rate,_Total_Asset_Return_Growth_Rate_Ratio,_Cash_Reinvestment_perc,_Current_Ratio,_Quick_Ratio,_Interest_Expense_Ratio,_Total_debt_to_Total_net_worth,_Long_term_fund_suitability_ratio_A,_Net_profit_before_tax_to_Paid_in_capital,_Total_Asset_Turnover,_Accounts_Receivable_Turnover,_Average_Collection_Days,_Inventory_Turnover_Rate_times,_Fixed_Assets_Turnover_Frequency,_Net_Worth_Turnover_Rate_times,_Operating_profit_per_person,_Allocation_rate_per_person,_Quick_Assets_to_Total_Assets,_Cash_to_Total_Assets,_Quick_Assets_to_Current_Liability,_Cash_to_Current_Liability,_Operating_Funds_to_Liability,_Inventory_to_Working_Capital,_Inventory_to_Current_Liability,_Long_term_Liability_to_Current_Assets,_Retained_Earnings_to_Total_Assets,_Total_income_to_Total_expense,_Total_expense_to_Assets,_Current_Asset_Turnover_Rate,_Quick_Asset_Turnover_Rate,_Cash_Turnover_Rate,_Fixed_Assets_to_Assets,_Cash_Flow_to_Total_Assets,_Cash_Flow_to_Liability,_CFO_to_Assets,_Cash_Flow_to_Equity,_Current_Liability_to_Current_Assets,_Liability_Assets_Flag,_Total_assets_to_GNP_price,_No_credit_Interval,_Degree_of_Financial_Leverage_DFL,_Interest_Coverage_Ratio_Interest_expense_to_EBIT,_Net_Income_Flag,_Equity_to_Liability,Default
2375,Guj. Toolroom,0.000183399,0,0.47844124,0.000772077,0.021257212,0.340701705,0.17300595,0.022020308,0.84794861,0.217573358,3930000000,0.00043463,0.263821091,0.413984203,0.014507911,0.001660663,0.632790304,0.005611942,0.005658824,0.172015685,0.034482759,0.002142575,0.002951109,535000000,0.00012104,0.016290323,0.417403496,0.11108532,0.138297744,0.037383054,0.002543062,0.002013549,0.382938571,0.277682332,0.031233649,0,0.939127917,0.002333199,0.010495308,0.000726317,0.000132198,942000000,0.186861497,0.649064734,0.460652246,0.719930326,0.315490163,0.020210801,0,0.002412684,0.623152396,0.02711598,0.566343078,1,0.033457948,0
352,M M Rubber,0.000100372,0,0.46381319,0.000317032,0.231804839,0.328252104,0.204564284,0.02209425,0.848032487,0.217604365,7110000000,0.000541535,0.26416688,0.387643903,0.005304196,0.005278938,0.63063006,0.009469355,0.005496867,0.201214086,0.221889055,0.000722307,0.008743174,0.001586288,0.000610494,0.063387097,0.415289116,0.023315778,0.459114606,0.078046137,0.005274929,0.002636961,0.347885395,0.276842072,0.00043251,0,0.949775216,0.002419744,0.024855337,7550000000,8240000000,3980000000,0.179125498,0.63409037,0.457778638,0.599849958,0.312889837,0.053881927,0,0.003655831,0.623656846,0.026795412,0.565178606,1,0.02412916,0
1424,Chase Bright St.,0.000150674,1490000000,0.46187229,0.000527053,0.407328677,0.318914904,0.173156587,0.022067433,0.84795461,0.217559524,7000000000,0.000451175,0.26379234,0.378702358,0.008414326,0.006920886,0.633347831,0.011985336,0.00550165,0.172143881,0.091454273,0.000543759,0.011619993,6860000000,0.00025494,0.031290323,0.392652812,0.0071264,0.588146132,0.049991789,0.006977194,0.001737156,0.341917602,0.277293395,0.00406509,0.002426467,0.932778078,0.002254904,0.020949844,0.000314471,0.000272998,6140000000,0.176125202,0.635135241,0.458088768,0.571457511,0.31288945,0.03455068,0,0.002401521,0.623892016,0.028049591,0.567897285,1,0.021245064,0
2041,United Leasing,3160000000,0,0.45810456,0.000694069,0.212268448,0.305298154,0.215108835,0.022182953,0.848121705,0.217616354,0.0001059,0.000652108,0.264504899,0.368242614,0.013239896,0.006936482,0.631250257,0.007671053,0.008607396,0.211281201,0.289355322,0.001316791,0.004804946,0.000109485,0.003737099,0.070806452,0.422129757,0.007489961,0.38061033,0.062010201,0.007367193,0.003488068,0.33411784,0.277387212,0.015511596,0.006936782,0.940994062,0.002581976,0.012698684,0.00010133,5810000000,2800000000,0.050395785,0.653029998,0.461175623,0.535938839,0.316297988,0.022131448,0,0.010158149,0.623954124,0.026972007,0.565894718,1,0.027330914,0
3713,South. Magnesium,0.000188141,4990000000,0.453660787,0.000463046,0,0.312513263,0.143857799,0.022077183,0.848018982,0.217306784,3370000000,0.000565042,0.26236489,0.359990313,0.014399955,0.013515503,0.630535198,0.003940397,0.013709743,0.148367393,0.131934033,0.000718249,0.008811487,0.000201773,0.000428178,0.040806452,0.386479275,0.000828604,0.690691694,0.28187838,0.013940865,0.016503736,0.318597401,0.277010166,0.001539002,0,0.868608915,0.002033783,0.091744356,0.000154121,0.000160298,0.000177574,0.022076516,0.738304536,0.486081634,0.499823941,0.327313329,0.020361934,0,0.000400947,0.624038735,0.026767762,0.565044321,1,0.042986881,1
72184,Taylormade Renew,0.000116562,0,0.517229058,0.000365037,0.007288187,0.36298366,0.20516683,0.022203908,0.848108224,0.217629087,440000000,0.000532277,0.264694501,0.44784099,0.028642656,0.006980151,0.630748551,0.002077349,0.008518853,0.204207827,0.11844078,0.002079677,0.003039916,1470000000,0.001232335,0.03,0.528007055,0.019104447,0.25913117,0.209120134,0.00802009,0.018609769,0.506603824,0.277432947,0.053570641,148000000,0.958967688,0.002897312,0.019058274,0.000258664,7130000000,0.000164534,0.06079624,0.736180517,0.500742107,0.872433512,0.325269583,0.010193746,0,0.000913783,0.623833655,0.026817425,0.565280609,1,0.070575041,0
70356,Mayurbhanj Trade,0.000200745,255000000,0.484854432,0.000479048,0.217734589,0.325670227,0.179935226,0.022109516,0.848030041,0.217589353,7370000000,0.000606441,0.264113264,0.388910622,0.033006449,0.018087006,0.63085266,0.001190053,0.005243642,0.177874972,0.128935532,0.001864608,0.003390019,5010000000,0.000142978,0.027580645,0.394360146,0.004942423,0.309816356,0.106166557,0.019241236,0.018821127,0.394514273,0.277232155,0.035872042,0,0.937952593,0.0023234,0.035966604,0.000162637,9870000000,939000000,0.475175125,0.647734228,0.462562179,0.629486749,0.315074564,0.008818491,0,0.000580465,0.624029783,0.026852659,0.565435524,1,0.110957606,0
6900,Incon Engineers,0.000157728,0,0.459772024,0.000632063,0,0.315448822,0.146267982,0.022059989,0.847939423,0,637000000,0.000396974,0.263007514,0.371670206,0.005925723,0.001537767,0.629616033,0.015459743,0.005372145,0.145230375,0.071964018,0.003775882,0.001675369,5410000000,0.000118014,0.027580645,0.39255105,0.013310951,0.067122161,0.006787574,0.001699734,0.000492296,0.338824743,0.075397086,0.01126315,0.047201707,0.922942252,0.002072285,0.041395763,0.00012374,3380000000,1030000000,0.314347436,0.620436518,0.456180082,0.553643489,0.308935353,0.048475352,0,0.025441982,0.623254158,0.026569264,0.563819159,1,0.01879081,0
7112,Unjha Formul.,8120000000,1050000000,0.462628855,0.000829083,0.072679421,0.31820754,0.18611132,0.022122696,0.848099212,0.217628569,8450000000,0.000567363,0.264254688,0.37700719,0.024406788,0.018140032,0.630828687,0.001215586,0.005580126,0.183508031,0.091454273,0.000649265,0.009726877,9360000000,0.000152813,0.020967742,0.395637819,0.00838411,0.350291955,0.133672303,0.01861279,0.020334865,0.343919296,0.277135734,0.015303935,0,0.940924725,0.002749081,0.009115491,0.000213519,0.000172214,0.000175878,0.289483758,0.661603006,0.471839141,0.568543566,0.316546685,0.011993059,0,0.003584328,0.628218477,0.026856266,0.565450833,1,0.109045266,0
1932,Terraform Real,0.000368765,9930000000,0.448774146,0.000732073,0,0.300983235,0.135120886,0.021005751,0.847760082,0.217480988,9180000000,0.000467396,0.26319323,0.361489885,0.006763785,0.003762382,0.630149929,0.004820398,0.005066001,0.144144484,0.019490255,0.000470717,0.013414056,6020000000,1740000000,0.011774194,0.383041994,0.024380473,0.134948144,0.032204703,0.00443781,0.003017915,0.320911951,0.278467507,0.006359341,0.025755102,0.916659038,0.00182682,0.015250792,0.000506443,0.000345915,0.000208178,0.668693953,0.564694831,0.439984524,0.498515034,0.303412558,0.042691104,0,0.003592635,0.625705472,0.026684097,0.564590365,1,0.037169028,0
2898,Invicta Meditek,4660000000,0,0.457051072,0.000435044,0.264196781,0.214189715,0.236273255,0.022206531,0.848622873,0.217853415,0.000136423,0.001119054,0.264633113,0.314677173,0.00742837,0.005180995,0.631602992,0.033256732,0.005544726,0.194449891,0.380809595,0.000894768,0.007066097,0.000189353,0.001602262,0.238709677,0.409341715,0.009475143,0.656024448,0.014197528,0.005263447,0.000336595,0.328634202,0.277748388,0.005943848,0.00203193,0.936097625,0.002346626,0.019553191,0.000114769,8580000000,529000000,0.094124596,0.633904761,0.458277062,0.474907766,0.310680289,0.03899484,0,0.000954211,0.623559707,0.027079681,0.566239082,1,0.01422908,0
6906,Ankush Finstock,0.000193922,4130000000,0.493523901,8000000,0.211762324,,0.209083377,0.022117465,0.848062874,0.2176017,8230000000,0.000478949,0.264436518,0.40241608,0.014559081,0.014663369,0.630612252,0.002273411,0.005161523,0.208144182,0.130434783,0.00093129,0.006784307,19100000,0.000167943,0.025967742,0.398611519,0.007371589,0.440340999,0.031476495,0.014696507,0.003027419,0.423219231,0.27697486,0,0.001069948,0.94997565,0.002585458,0.026998876,0.000136743,0.000149293,2890000000,0.51900769,0.60661705,0.444186736,0.728492068,0.310326074,0.020140401,0,0.000728188,0.624107145,0.026791186,0.565158536,1,0.065654408,0
7276,Seshachal Tech.,0.000154722,0,0.462893905,0.000737074,0.055471202,0.321779727,0.172855314,0.022088672,0.848033981,0.217599782,6010000000,0.000454544,0.264345603,0.383368727,0.006210901,0.000487843,0.634173162,0.015519018,0.005337273,0.171849785,0.046476762,0.00763698,0.000828292,1550000000,0.000108936,0.023064516,0.381832161,0.05765398,0.146228006,0.012807073,0.001789837,0.00047221,0.343992104,0.285296044,0.011767101,0.008564364,0.932141386,0.00226855,0.018069488,0.000414146,0.000125126,2910000000,0.230402748,0.639698335,0.458830574,0.584660293,0.313755511,0.046338332,0,0.027903778,0.622406078,0.028757542,0.568435882,1,0.018758531,0
5986,Tumus Electric,0.00012801,0,0.461815254,0.000881088,0.268751898,0.318950272,0.193793779,0.022170058,0.848143915,0.217622424,601000000,0.000601426,0.264301311,0.378068999,0.008760659,0.005130464,0.63150813,0.00959064,0.005199788,0.1907096,0.202398801,0.000917087,0.006903,0.000104326,0.000351015,0.065967742,0.402127948,0.012597049,0.42111206,0.115229881,0.005618882,0.00450663,0.341750519,0.277556773,0.008464357,0.00351723,0.938368648,0.002332297,0.035232523,0.000114627,7700000000,6030000000,0.328892129,0.640509803,0.458867494,0.569974993,0.3141044,0.033218828,0,0.001377389,0.623707869,0.026966335,0.565874906,1,0.023955785,0
254,HGI Inds.,0.000127663,0,0.460619176,0.000531053,0,0.316439131,0.154101077,0.022142624,0.848151268,0.217614835,5640000000,0.000372818,0.263125627,0.374008047,0.000636503,0.000846551,0.629912604,0.021648018,0.00483569,0.153947666,0.014992504,0.001117953,0.005660563,0.000499083,1060000000,0.013709677,0.391522127,0.715240597,0.04505892,0.00577467,0.000738491,0.000288276,0.339521989,0.276971345,9600000000,0.021919531,0.912679465,0.001984261,0.023412924,0.000122984,0.000129171,3960000000,0.792128897,0.64422933,0.459434538,0.557040888,0.314973271,0.322842617,0,0.026764691,0.620122043,0.026603934,0.564073464,1,0.01635947,0
5081,Kemistar Corp.,0.000161891,1710000000,0.466614663,0.000264026,0.173195668,0.322946877,0.188446185,0.022085069,0.848020382,0.217593531,6470000000,0.000444712,0.263802442,0.374436496,0.00997064,0.004578365,0.630834167,0.005321041,0.005073565,0.187489631,0.122938531,0.001272154,0.004967189,6530000000,0.000102884,0.03,0.402795052,0.023787457,0.179103491,0.045159834,0.004769077,0.003462239,0.350053711,0.277638057,0.013780104,0.012273813,0.941931484,0.00241232,0.02798798,0.000111681,541000000,3990000000,0.616133024,0.644401591,0.459615935,0.59801513,0.314783607,0.029270611,0,0.000572212,0.62366608,0.026850836,0.565427749,1,0.034697891,0
6614,Wellwin Inds.,0.000109508,594000000,0.460890935,0.000740074,0.404089483,0.316368395,0.173156587,0.022062976,0.84794454,0.217564362,6400000000,0.000505376,0.263268605,0.374678663,0.004331968,0.004458588,0.632821811,0.011160051,0.005286356,0.171691426,0.172413793,0.001966056,0.003215821,19100000,0.000329833,0.05483871,0.393150313,0.017086392,0.27750165,0.152445323,0.00447094,0.007187906,0.339670118,0.27697486,0,0.01073036,0.932639912,0.00224925,0.023666247,5110000000,596000000,9600000000,0.270677366,0.619820815,0.455648744,0.55942864,0.309787861,0.065239067,0,0.000522661,0.623609332,0.027585016,0.56731991,1,0.022049838,0
3714,Real Strips,9790000000,5380000000,0.467944944,0.000519052,0,,0.163440536,0.022100382,0.847827148,0.217438035,6510000000,0.000435204,0.263743385,0.38428151,0.009883901,0.005705021,0.626842441,0.004841372,0.005201623,0.162431189,0.122938531,0.00073651,0.008576662,0.000116363,0.000136926,0.028870968,0.390821103,0.013566042,0.194351997,0.007413838,0.006137729,0.000671182,0.351240164,0.277467892,0.010023797,0.015942358,0.92912573,0.00216861,0.018814251,9150000000,5940000000,657000000,0.473922998,0.642599391,0.459193382,0.600091997,0.314519135,0.029522755,0,0.001078271,0.623744979,0.026454127,0.562798839,1,0.037054718,0
71772,Soni Soya,0.000156109,0,0.458466907,0.000692069,0,0.303069958,0.155004896,0.022095293,0.84803357,0.21732013,7540000000,0.000419508,0.263556115,0.351318878,0.005626816,0.000258894,0.626780798,0.022859045,0.005490777,0.154038157,0.035982009,0.008507401,0.000742901,879000000,0.000147517,0.021129032,0.40201488,0.04266853,0.117053439,0.006392377,0.001045968,0.000180218,0.333188518,0.269341835,0.012178964,0.004543719,0.926982435,0.002115659,0.020608733,0.000696662,0.000142411,2020000000,0.13578469,0.638215465,0.45870294,0.513823844,0.313032978,0.050934253,0,0.037406187,0.620678914,0.026276814,0.560380331,1,0.01603675,0
3680,Sterling Powerg.,9380000000,0,0.461875645,0.000552055,0,0.319303954,0.162913309,0.022387271,0.848120023,0.217601299,8560000000,0.000429041,0.263796225,0.37836705,0.007673611,0.001828476,0.627754414,0.00961435,0.005971532,0.161956112,0.050974513,0.000937376,0.006747589,1530000000,0.000229975,0.018709677,0.387519504,0.023115023,0.172628063,0.02923309,0.002225769,0.001124908,0.341924244,0.278586246,0.014415729,0.003825166,0.927976029,0.002062398,0.008312605,0.000510014,0.000155046,6920000000,0.126193815,0.652912528,0.460951742,0.570834343,0.316474335,0.037787644,0,0.032570007,0.621963068,0.026344837,0.561474268,1,0.023923224,0
6448,Lamina Foundries,0.000156456,0,0.457869706,0.000965097,0.066707157,0.306323831,0.172855314,0.022078653,0.847967162,0.217571945,6700000000,0.000441044,0.263769028,0.353479751,0.011775938,0.000441055,0.641918261,0.015019287,0.025006451,0.171910112,0.053973013,0.004299352,0.001470431,65000000,0.00632886,0.023870968,0.407510007,0.002807303,0.060440771,0.011805297,0.000630025,0.00040089,0.332089846,0.277943104,0.029119745,0.003831011,0.933637814,0.002295008,0.010342614,0.000763644,4390000000,2420000000,0.006981338,0.621032932,0.456229791,0.51379872,0.30918246,0.024851392,0,0.003759152,0.622399566,0.027038673,0.566114634,1,0.019039855,0
52315,Neopolitan Pizza,9480000000,0,0.458485359,0.000325033,0.044640146,0.293520549,0.217067109,0.022115079,0.84805378,0.217595877,9480000000,0.000478725,0.263942311,0.341688089,0.009655508,0.000300067,0.630939302,0.013952343,0.006873253,0.215700173,0.062968516,0.021342558,0.000296306,631000000,0.000531818,0.024516129,0.914622012,0.118510993,0.08387415,,0.00077468,0.000357155,0.332382106,0.278189987,0.023275207,0.00098819,0.948558727,0.002725207,0.009741474,0.000705226,6140000000,2410000000,0.056109087,0.639710211,0.458814105,0.516887838,0.31380957,0.03020681,0,0.043495769,0.621259857,0.026826359,0.565320839,1,0.019706828,0
70704,Parv Holdings,0.000645136,0,0.464705636,0.000765077,0.01994129,0.320294263,0.188747458,0.02207565,0.847986455,0.217589983,6920000000,0.000499387,0.264074411,0.379456801,0.001003429,0.000810369,0.631303338,0.00663329,0.005030545,0.187791268,0.052473763,0.006697574,0.000944423,0.001618771,3780000000,0.019354839,0.393760883,0.02087279,0.027756336,0.013525088,0.0010863,0.00139614,0.34454274,0.276969168,0.000144636,0.179696519,0.942739511,0.002366169,0.041641563,1350000000,190000000,2860000000,0.70270473,0.64701111,0.460106229,0.580328081,0.315223151,0.232176852,0,0.002053192,0.62362255,0.02702946,0.566085591,1,0.029952862,0
6765,Chemopulp Tissue,0.000206989,0,0.461005007,0.000582058,0,0.317005022,0.180311817,0.022082319,0.847985714,0.217600396,6520000000,0.000462979,0.264107824,0.375135055,0.004919797,0.003988212,0.631436898,0.006916897,0.005219031,0.179322826,0.106446777,0.004094427,0.001544721,0.000341065,0.000138439,0.029516129,0.39251713,0.029573061,0.147781076,,0.004331203,0.008567221,0.340109879,0.276616163,0.001877502,0.033690122,0.935700239,0.002316085,0.02812123,5360000000,5220000000,0.000105377,0.424968092,0.59636076,0.450004263,0.562329831,0.306938013,0.057863659,0,0.034672857,0.62366594,0.027079109,0.566237398,1,0.029159761,0
26096,Datson Exports L,0.000117718,272000000,0.460167921,0.000470047,0,0.315519559,0.138058296,0.022007397,0.847951857,0.217574988,4860000000,0.000344595,0.262072717,0.369881897,0.003458336,0.002228982,0.630324927,0.011293191,0.005713246,0.137071111,0.071964018,0.000842016,0.007503298,0.000119803,0.000354041,0.023548387,0.380916307,0.017763349,0.22878739,0.00446565,0.002668477,0.000155231,0.337398367,0.276787132,0.002396141,0.005356193,0.905311802,0.00200248,0.063034641,0.000139812,0.000112465,598000000,0.142206746,0.622293198,0.456053538,0.547393903,0.31027123,0.080468448,0,0.009892255,0.623000122,0.02670946,0.564736212,1,0.021911927,1
72090,Uniinfo Telecom,8530000000,1970000000,0.461867257,0.00020102,0.053446705,0.319339322,0.174738269,0.022082572,0.847993349,0.217587743,8380000000,0.000447357,0.263873931,0.37700719,0.007165032,0.004288279,0.631370803,0.013514623,0.005905319,0.173750094,0.12143928,0.000860276,0.007352156,7410000000,0.000562078,0.038225806,0.394552362,0.004500099,0.4467693,0.025617796,0.004671817,0.000790505,0.341998086,0.278048148,0.006790887,0.000454339,0.933445305,0.002300305,0.014996474,0.000242598,0.000165035,2550000000,0.099012021,0.64364432,0.459377988,0.572266733,0.314731198,0.040381077,0,0.003343303,0.623368103,0.027057058,0.566171382,1,0.020010733,0
14861,Bisil Plast,5170000000,391000000,0.456953776,0.000481048,0,0.304024899,0.138510206,0.022075476,0.847608456,0.217536422,6040000000,0.000352206,0.263127181,0.344854886,0.007130711,0.002374961,0.629978699,0.024258839,0.011874126,0.138481261,0.104947526,0.001107808,0.005706674,4600000000,0.000913093,0.041612903,0.388378825,0.00235,0.336470006,0.007699946,0.003464039,0.000235454,0.330371297,0.278570921,0.009820646,0.007269717,0.914539521,0.001994726,0.0369192,0.000248195,0.000124852,779000000,0.017031451,0.633782742,0.458183602,0.493494943,0.311461323,0.040566086,0,0.002818043,0.622553154,0.02662309,0.564205462,1,0.015703499,1
36324,FSL Projects,0.002236641,0.001615168,0.424263775,0,0,0.303600481,0.142577389,0.022401999,0.848001007,0.217574589,0.000356142,0.001390408,0.259355355,0.344379867,0.036814238,0.032139635,0.630612252,0.001737204,0.00750206,0.14909132,0.064467766,0.00073651,0.008591178,2310000000,0.000274609,0.017258065,0.384003075,0.001008248,0.776690277,0.092354982,0.033201874,0.011388022,0.249421834,0.27703566,0.009669201,0.000817896,0.868184932,0.002059759,0.097293695,0.000880438,0.000833195,0.000256822,0.087727327,0.682123689,0.479246461,0.416833064,0.318930181,0.007882611,0,0.000112347,0.623920134,0.026791157,0.565158396,1,0.081513488,0
957,Rajkamal Synth.,9290000000,1950000000,0.473363361,1000000,0.206802308,0.326059277,0.206070648,0.022184549,0.848118705,0.217612668,9880000000,0.00047613,0.264684399,0.378245967,0.031035161,0.02515387,0.630612594,0.004639838,0.00643866,0.205150441,0.181409295,0.001688089,0.003746953,0.000164705,0.000562078,0.035483871,0.407566541,0.004670343,0.613923421,0.466643686,0.025919898,0.056767581,0.355435513,0.277079678,0.013549618,0.008464372,0.949147873,0.002650868,0.020762573,0.000179586,0.000159988,0.000329692,0.140766386,0.735576671,0.48267855,0.612846589,0.3276051,0.009392253,0,0.001772334,0.624847831,0.026791241,0.565158796,1,0.038188809,0
1509,Amalgamated Elec,0.000278684,0,0.484765523,0.000873087,0.013462901,0.329242414,0.189651277,0.022125635,0.848067709,0.217607541,5810000000,0.000501408,0.264255465,0.387597332,0.011360339,0.011478664,0.631566691,0.006501062,0.005062469,0.188718799,0.062968516,0.004327757,0.001461038,19100000,4460000000,0.022258065,0.398803736,0.016571687,0.190260634,0.022055379,0.011497881,0.003771411,0.357401452,0.27697486,0,0.054562789,0.946086717,0.00244529,0.027880798,0.000105579,0.000116668,3650000000,0.745253522,0.609591682,0.452403433,0.631621174,0.309245839,0.025747586,0,0.001986944,0.624006226,0.027158479,0.566458098,1,0.03034663,0
3280,Mid East Port.,8140000000,0,0.465819515,0.000419042,0,,0.163365218,0.022025886,0.847940882,0.21751315,7430000000,0.000448355,0.263289585,0.380052904,0.0097566,0.006582764,0.630065342,0.004039796,0.005169894,0.162378403,0.07946027,0.001111866,0.005692157,8030000000,870000000,0.020645161,0.394224463,0.04209964,0.212168917,0.028955902,0.006510252,0.002551022,0.348919654,0.277418766,0.008734569,0.003444291,0.926104051,0.002118576,0.024198851,0.000161603,0.000113065,4190000000,0.455350512,0.641467432,0.458870438,0.589237609,0.314369372,0.029899405,0,0.0061878,0.624691218,0.026672439,0.564520683,1,0.042201849,0
66134,MIG Media Neuron,0.000245381,119000000,1,0.000258026,0.135337585,0.331010823,0.171424268,0.022321483,0.848064568,0.217582003,5840000000,0.000449054,0.264348711,0.40622555,0.520803367,0.193010617,0.630769784,9940000000,0.008288904,0.170417012,0.026986507,0.002915606,0.002168929,592000000,0.000187611,0.012096774,0.351032315,0.050750904,0.333867026,0.241425357,0.198357144,0.406981598,1,0.27728874,0.832332463,0,0.932915521,0.002288321,0.013657692,0.001244223,0.000492615,0.000919317,0.078390078,0.734167885,0.775873227,0.721289343,0.323210447,0.00027934,0,0.022487598,0.624907553,0.026793028,0.565167301,1,0.580687886,0
71644,Silly Monks,0.000160157,0,0.466693507,0.000315032,0,0.339463818,0.173231905,0.022022046,0.847972009,0.217580642,5470000000,0.000452747,0.263707641,0.422888491,0.005236801,0.002157864,0.632975918,0.01727446,0.005312301,0.172272076,0.032983508,0.000499122,0.012688234,879000000,0.000121796,0.02,0.435030868,0.080308131,0.422096834,0.016895382,0.003921416,0.000465764,0.355797514,0.275932911,0.003752921,0.001799363,0.933444073,0.00228185,0.017380086,0.000647367,0.000501801,5210000000,0.180546266,0.648277528,0.459981918,0.659064267,0.316003473,0.054536402,0,0.008289545,0.621279502,0.027549516,0.567263635,1,0.017899024,0
3548,Insta Finance,6530000000,0,0.463977588,0.00079908,0.108411783,0.322628563,0.181441591,0.022078068,0.848034346,0.217616036,7690000000,0.000448006,0.2648266,0.378171454,0.012276405,0.008116164,0.631981069,0.006239342,0.005747089,0.180469045,0.214392804,0.000990129,0.006388093,0.000105472,0.000516688,0.045483871,0.394982022,0.009583714,0.395670424,0.0338867,0.008313621,0.002065467,0.345982941,0.277298933,0.010582123,0.007141348,0.940546868,0.002327027,0.023281339,0.000105073,7510000000,1840000000,0.199319949,0.645436998,0.459803605,0.585417777,0.314959813,0.023850227,0,0.003190805,0.62349878,0.027329735,0.566859487,1,0.031171809,0
4021,IB Infotech,0.000545804,5820000000,0.462823448,0.000524052,0,0.320506472,0.146418619,0.022077863,0.847104395,0.216858731,555000000,0.00039136,0.263041705,0.380807347,0.002275812,0.001269515,0.630001644,0.009168422,0.005375844,0.145705452,0.04197901,0.000683757,0.009237587,0.000103371,7940000000,0.017258065,0.38577825,0.011964525,0.110608026,0.008798279,0.001669726,0.000396402,0.343913744,0.276872871,0.001922834,0.019335165,0.91797485,0.002067865,0.042997684,0.000136814,0.000103417,2180000000,0.256938022,0.638952856,0.45859092,0.580240068,0.3138242,0.117487922,0,0.006334919,0.623436084,0.026617806,0.564169627,1,0.024578827,0
4536,Emmessar Biotech,0.000259026,9850000000,0.454264697,0.000470047,0,0.314281672,0.157866988,0.02199014,0.848032793,0.217594506,5050000000,0.00041297,0.264100054,0.368494095,0.006817451,0.001106069,0.630310201,0.005970326,0.005221173,0.157884021,0.059970015,0.001803739,0.003507004,4600000000,8090000000,0.01983871,0.387824789,0.008884137,0.100451585,0.010292226,0.002650225,0.000778627,0.328528164,0.279423656,0.01111152,0.015387638,0.872127949,0.001967819,0.038080093,0.000150508,5880000000,1690000000,0.411391754,0.624297799,0.455241409,0.518364368,0.311692888,0.042366274,0,0.000560237,0.623425821,0.026695606,0.564657498,1,0.032093585,1
6939,Thirdwave Fin.,5940000000,136000000,0.463004622,0.000208021,0,0.318172172,0.163214582,0.021449438,0.847896708,0.217534374,7510000000,0.000465225,0.263717742,0.377286614,0.006226502,0.004076797,0.63029479,0.0044839,0.007440937,0.162235126,0.034482759,0.002629523,0.002405462,0.000104899,0.000185342,0.014354839,0.385642568,0.013872452,0.087186947,0.063393329,0.004776903,0.009600594,0.342284709,0.279717667,0.004098286,0.057985282,0.925674872,0.001967398,0.011187054,0.000138967,0.000112384,0.000211765,0.092683355,0.668735217,0.465937745,0.569780658,0.318157355,0.046227279,0,0.007181921,0.623216847,0.026701824,0.564693106,1,0.039131623,0
6895,IMC Finance,693000000,136000000,0.461377419,0.000558056,0,0.317535545,0.167959629,0.022081861,0.848153738,0.217608536,5470000000,0.000401291,0.264187084,0.376178235,0.002891099,0.002200909,0.638738853,0.034784195,0.005021618,0.167310158,0.137931034,0.001000274,0.006325758,0.000209989,0.000278391,0.077903226,0.391917867,0.026232455,0.255993314,0.020326853,0.002223896,0.000534161,0.340628505,0.276842241,0.002080107,0.006601529,0.91282594,0.002196441,0.020195192,8080000000,6540000000,1500000000,0.259437933,0.643175577,0.459301392,0.564445275,0.314676264,0.09480622,0,0.007233192,0.622323239,0.022761802,0.57198855,1,0.014054216,1
4037,Gagan Gases,0.00059495,8010000000,0.474274259,0.000914091,0.151634781,0.325528754,0.192136778,0.022084753,0.848011042,0.217593318,8060000000,0.000503804,0.264405436,0.390298424,0.025538142,0.014893567,0.630652662,0.001950592,0.006581124,0.191154513,0.142428786,0.001237661,0.005110645,2100000000,0.000518957,0.027741935,0.395049863,0.001129988,0.458555161,0.032339166,0.015359448,0.003122122,0.377680018,0.277238531,0.026619282,0,0.947641915,0.002324965,0.087187111,0.000224283,0.000140881,2700000000,0.1253426,0.636396932,0.45622822,0.630050097,0.313824796,0.011454736,0,0.000395265,0.623838036,0.026801881,0.56520902,1,0.07422876,0
5806,Indian Bright St,7830000000,0,0.462721119,0.000218022,0.020346189,0.325210441,0.20305792,0.022132794,0.848073308,0.217605354,6820000000,0.000468069,0.26415367,0.376560113,0.011627421,0.000207739,0.630891358,0.009468443,0.027087896,0.202118996,0.050974513,0.001876782,0.003369525,516000000,0.004100218,0.020322581,0.700459058,0.010040062,0.063423672,0.00507327,0.000654602,0.000170124,0.34466091,0.277953114,0.028673676,0,0.94681365,0.002963268,0.006061688,0.000813541,4990000000,1100000000,0.006254463,0.64472629,0.459578584,0.584129268,0.314907071,0.025164031,0,0.014039463,0.620879326,0.026793022,0.565167273,1,0.02413064,0
